Temperature,Humidity,Air Quality,Light,Loudness
0.31443401876622074,0.38643194504079004,0.0,0.3800000000000008,0.1605995717344754
0.31443401876622074,0.38729068269643624,0.0,0.40000000000000036,0.24411134903640258
0.31323617488520655,0.38557320738514383,0.0,0.3800000000000008,0.24625267665952894
0.3100419245358354,0.38643194504079004,0.0,0.41999999999999993,0.23126338329764456
0.30944300259532825,0.39001001860598256,0.0,0.3800000000000008,0.26552462526766596
0.3112397684168496,0.38814942035208244,0.0,0.3800000000000008,0.2826552462526767
0.3138350968257136,0.38729068269643624,0.0,0.3800000000000008,0.2612419700214133
0.3168297065282491,0.38557320738514383,0.0,0.35999999999999943,0.25267665952890794
0.31802755040926317,0.3828538714755976,0.0,0.35999999999999943,0.2548179871520343
0.31882611299660596,0.38185201087734366,0.0,0.35999999999999943,0.2612419700214133
0.3168297065282491,0.3828538714755976,0.0,0.35999999999999943,0.23982869379014993
0.31443401876622074,0.3837126091312437,0.0,0.3800000000000008,0.23768736616702357
0.31323617488520655,0.38557320738514383,0.0,0.35999999999999943,0.2291220556745182
0.31443401876622074,0.38729068269643624,0.0,0.3800000000000008,0.24625267665952894
0.31623078458774206,0.38643194504079004,0.0,0.35999999999999943,0.25910064239828695
0.31623078458774206,0.38557320738514383,0.0,0.40000000000000036,0.25267665952890794
0.31443401876622074,0.3845713467868899,0.0,0.35999999999999943,0.18201284796573877
0.31443401876622074,0.3845713467868899,0.0,0.35999999999999943,0.2162740899357602
0.31443401876622074,0.38557320738514383,0.0,0.35999999999999943,0.31049250535331907
0.31503294070672777,0.3845713467868899,0.0,0.3800000000000008,0.28479657387580304
0.31443401876622074,0.3828538714755976,0.0,0.41999999999999993,0.2505353319057816
0.31323617488520655,0.3828538714755976,0.0,0.41999999999999993,0.2762312633832977
0.31323617488520655,0.3828538714755976,0.0,0.3800000000000008,0.23768736616702357
0.3124376122978639,0.38185201087734366,0.0,0.35999999999999943,0.2633832976445396
0.31183869035735673,0.3845713467868899,0.0,0.35999999999999943,0.278372591006424
0.31323617488520655,0.38557320738514383,0.0,0.35999999999999943,0.278372591006424
0.31503294070672777,0.3845713467868899,0.0,0.35999999999999943,0.20770877944325483
0.31623078458774206,0.3828538714755976,0.0,0.41999999999999993,0.2890792291220557
0.3168297065282491,0.3809932732216974,0.0,0.35999999999999943,0.2162740899357602
0.31503294070672777,0.3809932732216974,0.0,0.3800000000000008,0.19914346895074947
0.31503294070672777,0.38185201087734366,0.0,0.35999999999999943,0.2162740899357602
0.31323617488520655,0.38185201087734366,0.0,0.3800000000000008,0.19914346895074947
0.31323617488520655,0.3828538714755976,0.0,0.3800000000000008,0.26552462526766596
0.3168297065282491,0.3828538714755976,0.0,0.3800000000000008,0.2226980728051392
0.31742862846875625,0.38185201087734366,0.0,0.40000000000000036,0.20556745182012848
0.31623078458774206,0.3809932732216974,0.0,0.3800000000000008,0.2291220556745182
0.3156318626472349,0.38185201087734366,0.0,0.40000000000000036,0.28479657387580304
0.31742862846875625,0.38185201087734366,0.0,0.3800000000000008,0.2740899357601713
0.31742862846875625,0.38013453556605126,0.0,0.35999999999999943,0.2826552462526767
0.31802755040926317,0.37927579791040505,0.0,0.3800000000000008,0.278372591006424
0.31882611299660596,0.37927579791040505,0.0,0.40000000000000036,0.2548179871520343
0.31742862846875625,0.37841706025475885,0.0,0.35999999999999943,0.24625267665952894
0.31742862846875625,0.37927579791040505,0.0,0.35999999999999943,0.2098501070663812
0.3156318626472349,0.37841706025475885,0.0,0.35999999999999943,0.23340471092077092
0.31183869035735673,0.37927579791040505,0.0,0.3800000000000008,0.25910064239828695
0.3138350968257136,0.3837126091312437,0.0,0.35999999999999943,0.21413276231263384
0.31443401876622074,0.3845713467868899,0.0,0.40000000000000036,0.23554603854389722
0.3138350968257136,0.3845713467868899,0.0,0.35999999999999943,0.2098501070663812
0.3124376122978639,0.38557320738514383,0.0,0.35999999999999943,0.2505353319057816
0.3138350968257136,0.38643194504079004,0.0,0.3800000000000008,0.20770877944325483
0.31503294070672777,0.38557320738514383,0.0,0.41999999999999993,0.2505353319057816
0.31742862846875625,0.3845713467868899,0.0,0.40000000000000036,0.3169164882226981
0.31802755040926317,0.38185201087734366,0.0,0.41999999999999993,0.23126338329764456
0.31802755040926317,0.3828538714755976,0.0,0.40000000000000036,0.26980728051391867
0.31623078458774206,0.3828538714755976,0.0,0.35999999999999943,0.2762312633832977
0.31742862846875625,0.38185201087734366,0.0,0.35999999999999943,0.278372591006424
0.3156318626472349,0.3828538714755976,0.0,0.3800000000000008,0.24625267665952894
0.3156318626472349,0.3828538714755976,0.0,0.3800000000000008,0.2762312633832977
0.31443401876622074,0.38013453556605126,0.0,0.3800000000000008,0.21199143468950749
0.3124376122978639,0.3809932732216974,0.0,0.3800000000000008,0.24197002141327623
0.30944300259532825,0.3837126091312437,0.0,0.3800000000000008,0.2612419700214133
0.30804551806747843,0.38643194504079004,0.0,0.40000000000000036,0.23554603854389722
0.30684767418646436,0.38900815800772864,0.0,0.3800000000000008,0.2890792291220557
0.3088440806548212,0.39086875626162876,0.0,0.35999999999999943,0.3276231263383298
0.3112397684168496,0.38900815800772864,0.0,0.3800000000000008,0.2226980728051392
0.3100419245358354,0.38900815800772864,0.0,0.35999999999999943,0.25910064239828695
